REEF_ID,SITE_NO,Algae,Hard Coral
16028S,1,30.64,24.77
16028S,2,35.83,29.91
16028S,3,37.57,35.81
16028S,1,32.36,25.85
16028S,2,31.35,34.14
16028S,3,32.27,44.04
16028S,1,33.1,35
16028S,2,34.93,39.38
16028S,3,38.23,43.37
16028S,1,42.1,23.3
16028S,2,37.05,34.69
16028S,3,34.2,48.3
16028S,1,36.4,30
16028S,2,46.87,23.54
16028S,3,45.9,37.5
16028S,1,42.7,20.03
16028S,2,49.24,19.83
16028S,3,55.9,24.16
16028S,1,73.66,9.77
16028S,2,71.7,9.2
16028S,3,85.41,7.65
16028S,1,65.04,9.92
16028S,2,66.56,9.85
16028S,3,82.45,7.86
16028S,1,68.7,12.8
16028S,2,70.52,10.53
16028S,3,82.23,9.69
16028S,1,72.86,10.71
16028S,2,73.7,13
16028S,3,80.8,9.1
16028S,1,65.96,12.59
16028S,2,69.35,12.08
16028S,3,76.83,10.28
16028S,1,61.3,16
16028S,2,67,15.7
16028S,3,75.6,16.2
16028S,1,57.2,15.3
16028S,2,62.1,17.8
16028S,3,64.1,21.4
16028S,1,44.6,20.1
16028S,2,43.2,25.2
16028S,3,42.8,36.6
16028S,1,58.4,19.3
16028S,2,52.5,24.9
16028S,1,40.2,27
16028S,2,38.6,33.1
16028S,3,46.4,40.4
16028S,1,57.7,18.1
16028S,2,54.6,21.2
16028S,3,56.5,25.6
16028S,1,49.6,21.3
16028S,2,47.2,31.8
16028S,3,43,37.8
16049S,1,61.94,11
16049S,2,72.71,9.08
16049S,3,68.03,8.28
16049S,1,52.8,11.57
16049S,2,70.25,6.01
16049S,3,68.53,9.19
16049S,1,61.56,14.97
16049S,2,67.75,14.33
16049S,3,75.38,8.13
16049S,1,52.04,20.93
16049S,2,61.36,14.81
16049S,3,71.88,8.48
16049S,1,56.56,15.69
16049S,2,73.8,5.8
16049S,3,80.5,1.9
16049S,1,60.18,15.43
16049S,2,70.7,3.81
16049S,3,80.96,1.81
16049S,1,58.05,10.84
16049S,2,70.29,4.64
16049S,3,74.96,3.31
16049S,1,62.55,9.59
16049S,2,76.2,2.1
16049S,3,78.76,0.75
16049S,1,65.01,7.94
16049S,2,75.8,4.3
16049S,3,83.6,0.91
16049S,1,62.17,9.78
16049S,2,75.5,3.7
16049S,3,81.4,0.9
16049S,1,65.1,10.2
16049S,2,75.53,4.11
16049S,3,83.5,0.6
16049S,1,62.32,13.33
16049S,2,69.52,6.11
16049S,3,80.32,2.54
16049S,1,59.8,14.15
16049S,2,69.63,8.92
16049S,3,78.43,5.55
16049S,1,50.9,21
16049S,2,59.8,12.4
16049S,3,71.34,6.52
16049S,1,44.5,26.6
16049S,2,51.1,22.2
16049S,3,64.8,10.5
16049S,1,45.7,23.5
16049S,2,62.2,11.8
16049S,3,64.7,13.1
16049S,1,54.7,19.2
16049S,2,74.3,10
16049S,3,81.6,1.7
16049S,1,59.8,11.6
16049S,2,67.9,4.9
16049S,3,76.6,1.6
16049S,1,65.1,16.2
16049S,2,75.1,8.2
16049S,3,83.4,1.8
16054S,1,39.26,25.56
16054S,2,33.41,27.19
16054S,3,34.25,19.86
16054S,1,28.49,32.75
16054S,2,22.4,33.21
16054S,3,32.41,25.96
16054S,1,28.26,40.05
16054S,2,30.24,36.84
16054S,3,32.2,31.95
16054S,1,24.31,41.67
16054S,2,24.16,39.28
16054S,3,27.56,28.37
16054S,1,43.58,34.72
16054S,2,39.63,34.44
16054S,3,38.5,33
16054S,1,38.26,37.27
16054S,2,32,32.4
16054S,3,35.26,26.16
16054S,1,64.01,12.55
16054S,2,66.28,6.13
16054S,3,65.7,1.8
16054S,1,58.13,14.37
16054S,2,66.96,3
16054S,3,55.15,1.53
16054S,1,55.33,16.76
16054S,2,67.17,5.9
16054S,3,66.92,2.31
16054S,1,56.97,15.42
16054S,2,67.1,4.5
16054S,3,67,1.4
16054S,1,46.52,19.17
16054S,2,58.21,7.13
16054S,3,56.13,2.91
16054S,1,41.74,30.3
16054S,2,54.54,11.04
16054S,3,56.7,4.7
16054S,1,36.1,34.55
16054S,2,53.62,11.42
16054S,3,48.64,7.53
16054S,1,25,38
16054S,2,36.1,22.3
16054S,3,38.6,14.2
16054S,1,28.7,39.7
16054S,2,38.14,23.02
16054S,3,38.2,24.7
16054S,1,31.9,42.6
16054S,2,38.7,29.1
16054S,3,47.2,15.5
16054S,1,40.88,23.26
16054S,2,54.34,13.93
16054S,3,46.65,12.42
16054S,1,48.4,13
16054S,2,49.4,20.8
16054S,3,40,17.9
16015S,1,55.09,27.61
16015S,2,46.61,24.81
16015S,3,52.15,28.59
16015S,1,56.73,28.09
16015S,2,54.85,26.77
16015S,3,55.02,29.03
16015S,1,57.05,30.9
16015S,2,53.89,29.64
16015S,3,52.81,32.49
16015S,1,49.7,33.87
16015S,2,57.2,24.58
16015S,3,54.5,27.2
16015S,1,53.4,33.8
16015S,2,54.12,23.25
16015S,3,58.47,26.58
16015S,1,57.6,29.3
16015S,2,55.88,23.98
16015S,3,62.8,22.3
16015S,1,60.32,26.21
16015S,2,63.13,18.68
16015S,3,68.33,19.35
16015S,1,56.7,31.6
16015S,2,65.46,18.94
16015S,3,66.42,20.84
16015S,1,59.2,31.2
16015S,2,67.87,18.51
16015S,3,71.17,19.71
16015S,1,57.69,30.14
16015S,2,67.49,18.27
16015S,3,71.29,18.89
16015S,1,51.49,35.78
16015S,2,58.39,24.19
16015S,3,67.36,21.12
16015S,1,56.2,35
16015S,2,63.1,24.2
16015S,3,66.4,22.4
16015S,1,50.35,37.44
16015S,2,53.4,28.5
16015S,3,55.7,27.5
16015S,1,55.2,37.2
16015S,2,55.7,30.5
16015S,3,59.45,25.63
16015S,1,60.2,31.8
16015S,2,63.9,26.6
16015S,3,59.6,29.5
16015S,1,75.9,15.4
16015S,2,71.8,14
16015S,3,72.6,15.1
16015S,1,76,17.8
16015S,2,67.3,22
16015S,3,74.6,14.4
16057S,1,64.9,22.57
16057S,2,55.56,19.9
16057S,3,77.6,19.32
16057S,1,62.78,21.04
16057S,2,61.2,20.95
16057S,3,78.89,18.73
16057S,1,63.99,24.28
16057S,2,55.85,21.36
16057S,3,66.62,26.38
16057S,1,56.65,24.86
16057S,2,51.37,23.63
16057S,3,62.72,28.59
16057S,1,48.51,26.65
16057S,2,56.05,21.52
16057S,3,60.19,33.49
16057S,1,58.11,24.16
16057S,2,49.08,26.28
16057S,3,61.78,31.77
16057S,1,56.23,30.15
16057S,2,49.26,28.83
16057S,3,58.87,35
16057S,1,62.59,23.1
16057S,2,63.49,17.35
16057S,3,63.64,29.09
16057S,1,66.35,20.1
16057S,2,60.06,19.55
16057S,3,61.41,33.78
16057S,1,57.81,27.51
16057S,2,56.9,21.4
16057S,3,61.87,34.56
16057S,1,64.46,21.02
16057S,2,55.8,21.6
16057S,3,63.9,32.3
16057S,1,59.54,25.6
16057S,2,56.77,18.26
16057S,3,62.26,31.79
16057S,1,59.83,23.64
16057S,2,57.6,18.5
16057S,3,66.17,28.78
16057S,1,63.29,24.15
16057S,2,57.36,19.28
16057S,3,68.75,27.28
16057S,1,61.8,23.9
16057S,2,56.06,21.22
16057S,3,65.8,29.9
16057S,1,59.2,23.3
16057S,2,54.1,20
16057S,3,63.61,30.01
16057S,1,58.43,27.25
16057S,2,55.2,20.8
16057S,3,69.4,25.8
16057S,1,50.25,29.23
16057S,2,52.2,24.8
16057S,3,63.2,32.5
16057S,1,63.3,21.4
16057S,2,49.9,21.5
16057S,3,58.6,36.7
16057S,1,62.3,23.1
16057S,2,61.7,14.9
16057S,3,74.7,20.1
16057S,1,61.4,24.3
16057S,2,58.7,18.8
16057S,3,74.28,22.42
16057S,1,60.4,26
16057S,2,58.9,19.7
16057S,3,64.7,32
16057S,1,56.6,28.4
16057S,2,58.4,21
16057S,3,67.43,28.96
16057S,1,58.6,29.5
16057S,2,55.64,20.94
16057S,3,50.2,47.3
16057S,1,61.8,26.4
16057S,2,63.6,18.7
16057S,3,63.5,33.2
16057S,1,80,8.5
16057S,2,79.3,7.9
16057S,3,84.4,11.9
16060S,1,47.05,17.45
16060S,2,49.27,16.43
16060S,3,58.15,9.18
16060S,1,44.47,18.4
16060S,2,43.2,20.14
16060S,3,61.33,8.07
16060S,1,39.25,22.02
16060S,2,42.08,23.25
16060S,3,48.39,14.07
16060S,1,33.9,25.25
16060S,2,32.75,24.67
16060S,3,49.64,15.13
16060S,1,37.04,24.85
16060S,2,34.84,26.03
16060S,3,42.05,20.96
16060S,1,30.78,25.43
16060S,2,35.06,24.4
16060S,3,41.63,20.23
16060S,1,29.89,31.3
16060S,2,35.28,25.95
16060S,3,41.53,19.78
16060S,1,38.9,25.6
16060S,2,41.76,22.24
16060S,3,46.58,16.73
16060S,1,41.4,25.14
16060S,2,42.95,23.24
16060S,3,34.43,23.4
16060S,1,39.12,25.05
16060S,2,38.39,25.92
16060S,3,41.17,19.54
16060S,1,40.8,26.99
16060S,2,40.78,19.95
16060S,3,42.33,21.66
16060S,1,44.88,20.98
16060S,2,39.61,21.76
16060S,3,38.52,23.35
16060S,1,48.6,24.1
16060S,2,43.17,24.62
16060S,3,41.82,20.38
16060S,1,47.7,18.9
16060S,2,47.54,23.52
16060S,3,42.4,21.5
16060S,1,41.6,23.8
16060S,2,38.13,23.23
16060S,3,39.3,22.5
16060S,1,53.5,12.5
16060S,2,49.9,19.6
16060S,3,52.3,9.1
16060S,1,61.7,12.1
16060S,2,52.6,17
16060S,3,60.3,11.1
16060S,1,51.5,20.4
16060S,2,45.6,18.2
16060S,3,62.1,12.9
16060S,1,58.4,24.6
16060S,2,45.7,24.1
16060S,3,58.6,13.8
16064S,1,59,13.5
16064S,2,60.42,18.87
16064S,3,53.7,21.4
16064S,1,49.49,17.36
16064S,2,56.2,26.38
16064S,3,53.63,18.63
16064S,1,50.8,15.8
16064S,2,53.4,25.6
16064S,3,43.6,22.9
16064S,1,58.3,11.1
16064S,2,60.4,18.1
16064S,3,52.5,17.4
16064S,1,47.54,13.31
16064S,2,50.3,23.4
16064S,3,52.2,18.5
16064S,1,37.3,22.7
16064S,2,50.06,28.54
16064S,3,49.4,22.2
16064S,1,49.3,18.6
16064S,2,54.2,26.5
16064S,3,57.3,16.9
16064S,1,70,9.5
16064S,2,74.8,12.9
16064S,3,74.7,10.4
16068S,1,64.22,15.47
16068S,2,69.29,14.38
16068S,3,58.93,17.68
16068S,1,60.78,16.7
16068S,2,67.45,15.36
16068S,3,52.71,24.57
16068S,1,58.06,19.31
16068S,2,62.7,21.2
16068S,3,47.17,25.79
16068S,1,57.18,20.34
16068S,2,58.36,24.62
16068S,3,42.72,33.71
16068S,1,50.5,24.1
16068S,2,51.55,27.82
16068S,3,35.74,39.28
16068S,1,44.42,30.45
16068S,2,46.38,34.41
16068S,3,31.42,43.32
16068S,1,65.97,14.56
16068S,2,64.09,21.94
16068S,3,43.34,32.37
16068S,1,78.16,4.57
16068S,2,80.75,5.21
16068S,3,72.52,7.47
16068S,1,80.3,2.9
16068S,2,84.58,4.8
16068S,3,76.43,3.84
16068S,1,78.66,3.21
16068S,2,78.18,6.02
16068S,3,70.17,7.6
16068S,1,76.02,7.74
16068S,2,80.34,8.63
16068S,3,70.25,8.7
16068S,1,71.3,9.1
16068S,2,76.2,9.3
16068S,3,61.75,15.04
16068S,1,67.9,12.5
16068S,2,66.22,16.9
16068S,3,59.9,18.8
16068S,1,59.1,19.1
16068S,2,59.1,18.6
16068S,3,52.45,24.62
16068S,1,44.8,30
16068S,2,52.5,28.5
16068S,3,42.3,33.9
16068S,1,39.8,32.4
16068S,2,42.4,37.4
16068S,3,39.3,36.1
16068S,1,59.76,17.72
16068S,2,60.5,22.6
16068S,3,56.8,17.8
16068S,1,62.54,20.04
16068S,2,65,20.3
16068S,3,55.1,17.1
16068S,1,55.6,23.3
16068S,2,63.1,19
16068S,3,51.2,20.6
16068S,1,52.4,23.1
16068S,2,48.8,26.5
16068S,3,52.64,21.42
16068S,1,48.69,27.29
16068S,2,51.6,28
16068S,3,44.7,26.5
16068S,1,45.9,30.4
16068S,2,54.2,27
16068S,3,36,33.6
16068S,1,54.9,28.2
16068S,2,49.2,29.4
16068S,3,35.9,30.1
16068S,1,75,12.9
16068S,2,76.5,10.3
16068S,3,67.4,13.7
15099C,1,51.55,18.43
15099C,2,55.56,19.14
15099C,3,59.02,15.5
15099C,1,39.41,24.31
15099C,2,48.09,22.28
15099C,3,52.13,23.93
15099C,1,35.27,26.35
15099C,2,44.31,29.51
15099C,3,54.72,23.47
15099C,1,34.38,28.81
15099C,2,41.52,24.1
15099C,3,48.88,26.92
15099C,1,32.4,32.4
15099C,2,37.58,32.37
15099C,3,46.94,28.99
15099C,1,27.33,34.84
15099C,2,34.83,36.39
15099C,3,36.35,35.16
15099C,1,35.29,33.95
15099C,2,35.66,39.65
15099C,3,37.73,36.05
15099C,1,32.2,37.6
15099C,2,32.72,39.27
15099C,3,37.08,38.49
15099C,1,29.9,37.2
15099C,2,31.2,41
15099C,3,33.73,38.24
15099C,1,33.2,36
15099C,2,33.3,36.8
15099C,3,37.9,37.2
15099C,1,34.38,33.54
15099C,2,32.46,33.62
15099C,3,37.39,38.52
15099C,1,39.7,36
15099C,2,38.04,39.43
15099C,3,45.2,36
15099C,1,44.7,27.5
15099C,2,40.69,32.97
15099C,3,50.01,27.3
15099C,1,51.99,24.25
15099C,2,47.9,23.4
15099C,3,51.9,27.3
15099C,1,41.3,23
15099C,2,41.8,30.1
15099C,3,42.31,29.04
15099C,1,38.33,35.64
15099C,2,40.1,31.2
15099C,3,45.25,29.52
15099C,1,46.1,28.7
15099C,2,40.9,31.4
15099C,3,34.4,40.4
15099C,1,45.3,26.5
15099C,2,44.3,24.7
15099C,3,46.4,31.2
15099C,1,69.46,12.38
15099C,2,77.9,10.6
15099C,3,82.6,11.4
15099C,1,66.5,15.8
15099C,2,68.4,17.5
15099C,3,80.3,10.8
15099C,1,59.7,18.3
15099C,2,63.8,17
15099C,3,75.3,13.2
15099C,1,59.9,19
15099C,2,61.6,20
15099C,3,64.1,21.2
15099C,1,48,28.7
15099C,2,54.36,23.32
15099C,3,56.8,26.3
15099C,1,75.5,13
15099C,2,79.7,10.9
15099C,3,80.9,12.5
15099C,1,80.6,12.1
15099C,2,75.7,13.7
15099C,3,78.9,12.4
16019S,1,41.77,20.47
16019S,2,35.55,17.34
16019S,3,36.06,13.23
16019S,1,37.35,26.52
16019S,2,30.98,22.84
16019S,3,27.9,16.83
16019S,1,37.55,30.3
16019S,2,33.2,23.26
16019S,3,28.8,20.4
16019S,1,31.89,27.73
16019S,2,26.69,23.03
16019S,3,31.86,18.24
16019S,1,30.33,26.53
16019S,2,29.52,23.96
16019S,3,29.17,19.89
16019S,1,27.32,29.64
16019S,2,25.14,26.04
16019S,3,24.57,21.87
16019S,1,36.72,22.83
16019S,2,29.98,21.32
16019S,3,29.64,18.73
16019S,1,39.84,26.03
16019S,2,33.59,23.08
16019S,3,29.8,18
16019S,1,37.5,26.1
16019S,2,29.03,22.43
16019S,3,29.51,19.77
16019S,1,41.5,28.1
16019S,2,37.8,23.4
16019S,3,35.2,20.8
16019S,1,38.22,26.72
16019S,2,34.97,26.06
16019S,3,32.95,22.35
16019S,1,31.5,34.6
16019S,2,31.72,24.6
16019S,3,29.4,23.1
16019S,1,39.8,36.1
16019S,2,37.89,20.26
16019S,3,36.9,17.2
16019S,1,31.7,44.4
16019S,2,37.54,19.12
16019S,3,38.5,21.7
16019S,1,36.94,40.51
16019S,2,33.84,20.43
16019S,3,30.13,26.11
16019S,1,27.83,32.43
16019S,2,24.6,25.1
16019S,3,32.2,25
16019S,1,34,44.4
16019S,2,26,29
16019S,3,35.2,23.2
16019S,1,40.3,38.8
16019S,2,36.2,25.6
16019S,3,32.9,24.3
16019S,1,66.6,17.6
16019S,2,68.5,15.5
16019S,3,74.1,12.7
16019S,1,72.8,16.6
16019S,2,58.1,16.8
16019S,3,72.8,13.9
16019S,1,65.1,14.2
16019S,2,57.5,13.5
16019S,3,58.5,17.5
16019S,1,59.06,21.23
16019S,2,55,13.5
16019S,3,58,15
16019S,1,46.7,28.1
16019S,2,42.05,20.12
16019S,3,56.3,15.2
16019S,1,75.4,15.7
16019S,2,75.9,13.5
16019S,3,77.6,13.5
16019S,1,75.5,15.9
16019S,2,76.3,13.5
16019S,3,80.2,10
16025S2,1,32.12,31.16
16025S2,2,28.83,23.52
16025S2,3,22.3,17.53
16025S2,1,33.63,28.02
16025S2,2,30.51,22.98
16025S2,3,28.77,14.71
16025S2,1,35.56,30.52
16025S2,2,32.44,24.84
16025S2,3,33.27,11.12
16025S2,1,36.58,27.56
16025S2,2,34.09,21.72
16025S2,3,34.93,13.32
16025S2,1,40.77,30.8
16025S2,2,49.5,20.94
16025S2,3,50.1,12.62
16025S2,1,41,29.62
16025S2,2,44.79,18.13
16025S2,3,48.44,10.82
16025S2,1,44.45,23.43
16025S2,2,40.91,18.38
16025S2,3,39.74,14.33
16025S2,1,39.93,27.04
16025S2,2,41.55,21.08
16025S2,3,39.34,11.41
16025S2,1,45,30.5
16025S2,2,47.6,17.27
16025S2,3,46.68,9.44
16025S2,1,40.52,30.64
16025S2,2,39.2,17.86
16025S2,3,45.42,10.82
16025S2,1,39.37,31.87
16025S2,2,45.4,19.9
16025S2,3,44.9,10.3
16025S2,1,44.2,28.46
16025S2,2,46.6,19.17
16025S2,3,38.4,9.95
16025S2,1,36.2,34.1
16025S2,2,29.4,25.6
16025S2,3,29.9,11.6
16025S2,1,36.8,34.4
16025S2,2,32,27
16025S2,3,32.7,17.3
16025S2,1,55,27.5
16025S2,2,42.8,20.9
16025S2,3,31.1,15.1
16025S2,1,49,27.7
16025S2,2,46.7,21.9
16025S2,3,47,13.6
16025S2,1,80.8,11.4
16025S2,2,84,9.3
16025S2,3,81.3,5.6
23045A,1,26.4,69.3
23045A,2,39,57.4
23045A,3,56.8,39.7
23045A,1,49.09,46.08
23045A,2,40.3,55
23045A,3,67.4,29.28
23045A,1,91.3,7.1
23045A,2,93.3,5.5
23045A,3,89.4,8.4
23045A,1,85.6,10.4
23045A,2,87.1,10.4
23045A,3,77.6,18.4
23045A,1,71.6,26.1
23045A,2,70.6,24.3
23045A,3,40,54.6
23045A,1,66.5,29.6
23045A,2,43.3,50.1
23045A,3,18.9,76.9
23045A,1,66.2,29.3
23045A,2,40.5,52.8
23045A,3,29.4,65.8
23048S,1,83.03,9.59
23048S,2,89.04,7.4
23048S,3,56.73,13.28
23048S,1,73.57,19.93
23048S,2,80.34,15.61
23048S,3,60.02,17.92
23048S,1,56.05,30.75
23048S,2,70.26,24.43
23048S,3,52.75,19.39
23048S,1,41.72,45.74
23048S,2,58.74,35.88
23048S,3,54.54,19.08
23048S,1,32.42,54.64
23048S,2,47.1,45.6
23048S,3,42.39,25.68
23048S,1,25.33,63.21
23048S,2,34.32,58.59
23048S,3,51.6,29.07
23048S,1,28.06,65.13
23048S,2,45.16,45.2
23048S,3,39.39,34.59
23048S,1,36.06,56.99
23048S,2,47,48
23048S,3,43.74,32.52
23048S,1,28.61,65.97
23048S,2,34.8,62
23048S,3,39.72,41.37
23048S,1,32.4,61.96
23048S,2,36.8,59.4
23048S,3,38.5,45.9
23048S,1,33.8,59.46
23048S,2,40.7,56.6
23048S,3,36.78,42.79
23048S,1,38.51,54.47
23048S,2,51.7,44.8
23048S,3,34.63,45.23
23048S,1,35.7,60.1
23048S,2,58.2,38.2
23048S,3,34.3,49.2
23048S,1,46.27,49.45
23048S,2,74.74,23.27
23048S,3,40.24,40.67
23048S,1,35.43,57.26
23048S,2,69.4,28.4
23048S,3,34.86,48.04
23048S,1,82.8,10.2
23048S,2,93.6,4.4
23048S,3,63.1,26
23048S,1,92.2,3
23048S,2,92.5,4.6
23048S,3,60.5,27.3
23048S,1,90.7,3.3
23048S,2,89.7,6.8
23048S,3,54.4,27.5
23048S,1,89.7,4.2
23048S,2,89.3,8.7
23048S,3,51.4,28.2
23048S,1,79.9,9
23048S,2,75.4,15.6
23048S,3,47.4,33.8
23048S,1,73.4,15
23048S,2,63.7,32.4
23048S,3,40.8,33.7
23048S,1,63.6,25
23048S,2,57.3,39.3
23048S,3,37.2,40.8
23048S,1,37.3,57.3
23048S,2,37.8,59.9
23048S,3,30.5,44.1
23048S,1,24.48,67.89
23048S,2,26.47,70.82
23048S,3,26.67,49
23048S,1,25.6,65.3
23048S,2,25.1,72.2
23048S,3,31.9,47.1
23051S,1,82.22,13.48
23051S,2,86.77,10.24
23051S,3,74.83,19.96
23051S,1,53.13,38.61
23051S,2,36.16,54.55
23051S,3,40.03,34.99
23051S,1,34.8,53.98
23051S,2,26.75,57.73
23051S,3,29.28,41.87
23051S,1,20.63,67.39
23051S,2,14.77,72.91
23051S,3,22.15,54.94
23051S,1,18.14,74.85
23051S,2,13.3,79.93
23051S,3,27.37,59.48
23051S,1,24.3,70.8
23051S,2,14,80.49
23051S,3,30.71,56.52
23051S,1,24.67,69.61
23051S,2,23.56,71.72
23051S,3,45.35,41.38
23051S,1,28.44,67.29
23051S,2,15.68,78.76
23051S,3,34.22,53.83
23051S,1,32.07,63.33
23051S,2,20.9,74.1
23051S,3,43.31,41.97
23051S,1,37.04,59.04
23051S,2,24.22,67.26
23051S,3,36.17,41.68
23051S,1,50.82,47.27
23051S,2,44.4,51.7
23051S,3,59.4,27.5
23051S,1,45.42,52.89
23051S,2,54.07,44.03
23051S,3,66.2,21.4
23051S,1,86.18,12.91
23051S,2,90.9,5.2
23051S,3,78.4,16.6
23051S,1,98.3,1.1
23051S,2,96.5,2
23051S,3,84.48,11.11
23051S,1,94.3,4.2
23051S,2,85.2,6.8
23051S,3,77.7,18
23051S,1,60.4,38.1
23051S,2,52.6,44.6
23051S,3,50.3,37
23051S,1,22.24,75.06
23051S,2,27.06,69.74
23051S,3,22.33,69.87
23055S,1,90.45,0.64
23055S,2,89,6.5
23055S,3,91.1,5.92
23055S,1,90.9,1.84
23055S,2,84.94,5.39
23055S,3,83.51,9.16
23055S,1,93.57,1.42
23055S,2,81.31,9.51
23055S,3,76,13.28
23055S,1,90.14,6.93
23055S,2,70.76,20.92
23055S,3,62.31,26.46
23055S,1,75.5,15.1
23055S,2,59.35,30.64
23055S,3,45.42,39.31
23055S,1,63.92,28.16
23055S,2,48.9,42.06
23055S,3,36.9,53.5
23055S,1,45.3,49.1
23055S,2,34.68,57.93
23055S,3,32.89,60.18
23055S,1,33.7,63.8
23055S,2,31.07,65.05
23055S,3,29.45,64.12
23055S,1,30.3,66.82
23055S,2,28.54,67.09
23055S,3,25.6,67.12
23055S,1,22.86,74.87
23055S,2,24.51,73.88
23055S,3,27.9,68.1
23055S,1,15.9,82.1
23055S,2,19.3,76.9
23055S,3,25.2,69.4
23055S,1,20.1,77.39
23055S,2,25.98,70.42
23055S,3,27.9,68.47
23055S,1,28.15,70.24
23055S,2,32.8,64.7
23055S,3,36.63,61.16
23055S,1,30.64,65.68
23055S,2,34.83,64.17
23055S,3,36.2,61.8
23055S,1,66.1,32.6
23055S,2,76.7,22
23055S,3,87.7,9.4
23055S,1,98.4,0.1
23055S,2,95.6,2.3
23055S,3,92.1,4.5
23055S,1,97.9,1.1
23055S,2,89.4,4.9
23055S,3,90.2,6.5
23055S,1,87,10.1
23055S,2,79.2,17.1
23055S,3,72.7,23.6
23055S,1,66.8,31.2
23055S,2,55.8,40.9
23055S,3,45.5,50.6
23068S,1,47.4,24
23068S,2,33.2,54.1
23068S,3,50.9,38.1
23068S,1,37.19,17.37
23068S,2,45.06,32.77
23068S,3,52.87,29.38
23068S,1,43.1,46.6
23068S,2,60.2,25.3
23068S,3,53.6,15.9
23068S,1,35.5,16
23068S,2,44.2,35.9
23068S,3,57.1,23.3
23068S,1,38.4,18.5
23068S,2,37.2,38.8
23068S,3,62.9,22.6
23068S,1,63.1,19.2
23068S,2,39.3,52.2
23068S,3,60.7,25.1
23068S,1,56,12.8
23068S,2,41.6,51.3
23068S,3,58,21.6
23069S,1,57.93,14.52
23069S,2,56.2,15.3
23069S,3,46.7,20.2
23069S,1,58.13,22.92
23069S,2,57,21.7
23069S,3,41.37,28.59
23069S,1,41.2,13.8
23069S,2,47.8,21.8
23069S,3,53.5,20
23069S,1,52.4,26.6
23069S,2,50.2,27.3
23069S,3,44.4,23.5
23069S,1,66.3,21.7
23069S,2,57.7,27.1
23069S,3,47.9,25.6
23069S,1,62.1,10.1
23069S,2,60.2,20.1
23069S,3,74.4,9.4
23069S,1,55.6,14.8
23069S,2,51.4,22.4
23069S,3,66.4,10.6
23079S,1,40.8,54.14
23079S,2,22.67,77.02
23079S,3,18.72,80.58
23079S,1,59.18,33.98
23079S,2,44.4,53
23079S,3,31.2,68.2
23079S,1,86.8,9.7
23079S,2,91.8,6.1
23079S,3,96.4,2.7
23079S,1,79.7,15.3
23079S,2,88.9,6.9
23079S,3,96.2,3.4
23079S,1,66.8,28.6
23079S,2,74.8,19.3
23079S,3,91.6,7.3
23079S,1,45.8,47.4
23079S,2,47.1,49
23079S,3,71.8,27.1
23079S,1,46.7,44.9
23079S,2,45.3,50.7
23079S,3,70.2,29
23080S,1,33.27,63.12
23080S,2,14.62,82.78
23080S,3,21.25,77.34
23080S,1,36.7,57.31
23080S,2,17.31,81.37
23080S,3,23.6,74.1
23080S,1,63.7,28.1
23080S,2,88.6,10.6
23080S,3,87.5,10.1
23080S,1,63.9,29.8
23080S,2,94.3,5.5
23080S,3,90.7,7.1
23080S,1,58.95,35.34
23080S,2,87.19,11.51
23080S,3,92.8,4.1
23080S,1,53.4,40.7
23080S,2,85.5,13
23080S,3,88.5,8.9
23080S,1,52,39.5
23080S,2,75.35,20.6
23080S,3,80.9,11.3
23081S,1,38.03,57.23
23081S,2,24.79,74.01
23081S,3,11,88.5
23081S,1,50.97,43.48
23081S,2,34.9,64.2
23081S,3,24.8,74.4
23081S,1,83.1,13.8
23081S,2,70.5,28.9
23081S,3,86.4,13.5
23081S,1,90,5.8
23081S,2,99.1,0.3
23081S,3,71,28.2
23081S,1,91.1,5.7
23081S,2,99.1,0.3
23081S,3,60.88,37.62
23081S,1,86.7,9.5
23081S,2,92.6,6
23081S,3,50.2,48.7
23081S,1,72.5,22.4
23081S,2,90,8.2
23081S,3,64.8,33.4
23082S,1,94.11,2.35
23082S,2,95.66,1.38
23082S,3,91.42,7.59
23082S,1,93.74,4.4
23082S,2,91.4,5.96
23082S,3,83.18,15.4
23082S,1,88.63,8.43
23082S,2,83.88,13.84
23082S,3,68.95,28.89
23082S,1,72.12,22.25
23082S,2,68.86,28.52
23082S,3,58.1,40.5
23082S,1,54.1,38.9
23082S,2,49.14,45.95
23082S,3,33.44,63.11
23082S,1,35.94,59.05
23082S,2,41,56
23082S,3,37.41,56.26
23082S,1,28.51,67.85
23082S,2,39.71,59.29
23082S,3,29.9,69.1
23082S,1,27.08,69.52
23082S,2,43.61,54.39
23082S,3,38.38,60.21
23082S,1,24.59,74.1
23082S,2,34.85,64.46
23082S,3,33.7,65.4
23082S,1,15.1,82.29
23082S,2,22.83,74.97
23082S,3,30.6,67
23082S,1,16.52,80.88
23082S,2,25.53,72.77
23082S,3,26.72,71.38
23082S,1,17.83,80.87
23082S,2,31.63,68
23082S,3,46,51.9
23082S,1,14.53,84.66
23082S,2,16.02,82.48
23082S,3,31.54,67.76
23082S,1,21.5,77.8
23082S,2,18.41,80.99
23082S,3,27.12,72.28
23082S,1,23.97,74.2
23082S,2,18.51,79.95
23082S,3,26.01,73.18
23082S,1,82.4,16
23082S,2,88.4,10.5
23082S,3,96.2,3.1
23082S,1,97.1,1.7
23082S,2,95.9,0.3
23082S,3,97,1.1
23082S,1,97.3,1.6
23082S,2,98.8,0.3
23082S,3,98.5,0.7
